C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT 
1187,-932.96,Customer#000001187,AUTOMOBILE,20-543-260-5157,10,W1GdUKr3vQMVAZIU,furiously even accounts play slyly about the furiously regular dependencies! deposits according to t
1188,3698.86,Customer#000001188,MACHINERY,25-108-989-8154,15,PtwoF3jNQ9r6 GbPIelt GvbNBuDH,"final, pending requests boost furiously. quickly regular accounts cajole. fluf"
1189,3798.28,Customer#000001189,HOUSEHOLD,20-746-804-1553,10,rbnZCbJSTE3qWLl,dependencies are even accounts. slyly ironic courts haggle fluffily unusual pinto beans. even foxes about t
1190,2743.63,Customer#000001190,MACHINERY,25-538-604-9042,15,JwzW9OtxFRXDnVo5hXl8 2A5VxH12,fluffily regular requests across the accounts affix furiously careful requests. slyly regular instruct
1191,9088.54,Customer#000001191,AUTOMOBILE,29-587-244-2901,19,"K9J7dhIXDB2kgubtIVdRC6RP0aF,GQXin",accounts affix quickly regular packages. blithely ironic requests h
1192,3231.33,Customer#000001192,BUILDING,30-904-936-4914,20,8DbtM3KloBZ4OO1dRrF99,"fluffily regular requests alongside of the bold, ironic foxes w"
1193,-17.10,Customer#000001193,AUTOMOBILE,18-524-487-2547,8,"gdKqrIp,yaMaQSFerrGGzc6Kpy",carefully final deposits are slyly across the special inst
1194,7582.29,Customer#000001194,FURNITURE,31-155-275-3981,21,NzWKbiPK1oFd7PNz,foxes nag fluffily. blithely regular
1195,9621.49,Customer#000001195,FURNITURE,14-355-801-7486,4,71mmXvaWKf,"ironic, ironic accounts sleep around the fin"
1196,6378.67,Customer#000001196,BUILDING,30-615-967-7758,20,S3sw3q SDWVuUoEFvwv9M,express packages around the final asymptotes haggle carefully against the carefully bold requests. c
1197,9261.05,Customer#000001197,FURNITURE,10-254-891-7835,0,9A1LTDf0KbR,"bold deposits impress carefully ironic, final requests. regular accounts use abo"
1198,9593.35,Customer#000001198,AUTOMOBILE,28-278-515-1034,18,r0liwpMwaIBQ9 zQjojGylXkJuKUL,quickly final grouches hinder slyly. quickly regular requests are about the quickl
1199,6503.35,Customer#000001199,AUTOMOBILE,26-367-212-1737,16,sQJZJRAgYrZY0gPo9fJp6KAbY,bravely regular foxes are. express theodolites cajole quickl
1200,3765.05,Customer#000001200,HOUSEHOLD,32-890-210-4199,22,2PFysvL4pk80l,"furiously bold packages was around the ironic, ironic requests. regular, ironic"
1201,5165.39,Customer#000001201,BUILDING,20-825-400-1187,10,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",fluffily final grouches doubt. bold dependencies dazzle caref
1202,702.73,Customer#000001202,BUILDING,10-788-256-6117,0,"xThQDiKdG,0sU IduCCPAgHJfx1PDJwtUQvfU","dogged, even requests integrate ironic packages. ideas use slyly. carefully ironic d"
1203,5787.69,Customer#000001203,MACHINERY,26-370-660-6154,16,9pTq4gggfKoSqQetn0yJR,carefully pending theodolites boos
1204,9777.19,Customer#000001204,HOUSEHOLD,30-117-472-8751,20,"QxpCVhq2x0PwW,zgZ AEuFkgb50ryGM",packages along the deposits play according to the express requests. furiousl
1205,5390.34,Customer#000001205,HOUSEHOLD,18-185-307-2678,8,1ALD7GN4Iw0Vl5toeM,asymptotes after the quickly ironic deposits cajole among the carefully final excuses. bravely
1206,8437.76,Customer#000001206,HOUSEHOLD,30-716-117-6066,20,dxzjW0gykcG2kJ gN8hZV02q6U5T6uVNfP,slyly unusual ideas haggle blithely carefully unusual p
1207,-556.05,Customer#000001207,AUTOMOBILE,13-572-474-7362,3,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",silent foxes are carefully carefu
1208,2426.52,Customer#000001208,BUILDING,15-789-973-6601,5,M uLSFG6IrQkKQxrH5vCbPjglIpB3JC,"ironically bold requests sublate ironic, express packages. iron"
1209,3551.21,Customer#000001209,HOUSEHOLD,14-664-771-9006,4,"PW00geNpQOiug6dftXfBkpwdAfsmRYsve,b44uR8",packages nag silent packages. blithely ironic deposits sleep
1210,8137.66,Customer#000001210,AUTOMOBILE,26-202-315-9048,16,bUTLW1KIHzzQkuOEwUMwEGCQfTQM7aBmUM0,accounts haggle slyly even acc
1211,4723.37,Customer#000001211,HOUSEHOLD,28-280-785-7324,18,HCACb3Al89h6NqHUJ8qIjhfGFyA4S0c2,packages boost quickly. carefully daring theodolites breach. thinly final requests kindle carefu
1212,7736.03,Customer#000001212,HOUSEHOLD,32-462-274-7707,22,kjiVLfadsq6sU3A6MYwySu XZnWzgkiWSa9v3K 6,ironic dependencies boost quietly slyly final warthogs. idly regular theodolites cajole carefully along the e
1213,8555.12,Customer#000001213,HOUSEHOLD,17-548-151-7684,7,4ATLYSTcqLfgAJLxL7U,fluffily pending Tiresias sublate requests; quietly even deposits haggle. ironic accounts wake furiously! slyl
1214,2935.31,Customer#000001214,BUILDING,14-281-851-2904,4,EATpN6m rGunAAkWFNSpsqy,carefully regular patterns are carefully. quickly pending accounts cajole p
1215,7795.87,Customer#000001215,MACHINERY,26-405-743-5405,16,oAvLu8VcRg9FNS9sNmoqU9,"even, silent accounts doze blithely. furiously final tithes use blithely about the regular, special ideas. s"
1216,2155.06,Customer#000001216,AUTOMOBILE,13-673-633-4561,3,CSf1BbFhJhucmvftOwYLQACMEqgXj,slyly pending platelets wake regular accounts. carefully busy de
1217,6019.32,Customer#000001217,FURNITURE,22-191-580-2887,12,"ddk4YC7lmTM,Z3LbX",final theodolites according to the slyly final deposits boost among the fluf
1218,8801.73,Customer#000001218,AUTOMOBILE,32-299-871-1751,22,JYNvUpFG0dDy7aJNhl2zLyIxUGqZZ35ncUe,fluffily special deposits are quickly slyly ev
1219,774.23,Customer#000001219,FURNITURE,14-364-661-8744,4,kP1xK5be a8tW5JRSq0nwJWgKbO,furiously express pinto beans are bold deposits. carefully final requests haggle carefully? unu
1220,8429.33,Customer#000001220,FURNITURE,28-379-869-1009,18,tbyect2HMX47TzsKy5 ho5,"carefully even foxes wake slyly across the bold, final requests? slyly unusual"
1221,816.50,Customer#000001221,FURNITURE,32-185-876-3586,22,4mmeiymVdRmz,furiously even accounts cajole busily slyly ironic foxes. blithely unusual notornis haggle blithely. furiously bold
1222,3883.18,Customer#000001222,AUTOMOBILE,21-709-519-4959,11,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,"ironic ideas around the regular excuses believe final, even ideas. req"
1223,-413.03,Customer#000001223,BUILDING,21-659-745-8411,11,",I0bRfCGE5ssaX4V3","even, unusual dependencies thrash. iro"
1224,8124.15,Customer#000001224,HOUSEHOLD,18-794-312-9970,8,"PWOwgZKsBoFJQ7py4HJpdJoSO2,","slyly ironic pinto beans wake fluffily. ironic, final deposits boost"
1225,8634.92,Customer#000001225,MACHINERY,21-839-103-4411,11,CgaNokxe s,blithely unusual requests wake carefully expr
1226,2135.92,Customer#000001226,FURNITURE,10-251-221-9440,0,HKR1zog fXW,"carefully even foxes are. regular, bold requests haggle. carefully express packages"
1227,3335.72,Customer#000001227,FURNITURE,33-468-642-3107,23,GiT5IrOJ1zJTZErbFt1Jy6Gj,"final, regular instructions x-ray against the slyl"
1228,5392.30,Customer#000001228,AUTOMOBILE,22-778-955-6105,12,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",regularly even accounts wake. iron
1229,8328.12,Customer#000001229,FURNITURE,19-313-452-6076,9,csvrfGKxtX,regular pinto beans above the carefully final excuses cajole quickly along the slyly final request
1230,4787.85,Customer#000001230,MACHINERY,33-786-129-3407,23,"Pr7yxcRne6NiloD1oR,d28rwVFRnOoTWeYq9",silently silent packages sleep quickly regular requests.
1231,2326.68,Customer#000001231,AUTOMOBILE,19-316-348-3289,9,qJWtxdKmKWcR5XgMDn,quickly bold dolphins sleep blithely r
1232,8482.51,Customer#000001232,MACHINERY,28-518-320-7417,18,yYXdTto04oLlk04SM,blithely pending foxes wake across the furiously bold dependencies. regular asymptotes
1233,3649.49,Customer#000001233,MACHINERY,25-522-912-6255,15,KdmXav1IIIo,never regular instructions promise. quickly pendi
1234,-982.32,Customer#000001234,FURNITURE,11-742-434-6436,1,"B3OhbH0MRJE,F0Lc7Jq0Ttv3",carefully pending instructions a
1235,-982.05,Customer#000001235,BUILDING,34-549-333-8551,24,q 1E JKZqhvUzj48,fluffily regular instructions slee
1236,3600.95,Customer#000001236,MACHINERY,21-699-526-9355,11,pTEEPYlnQBzi558CN7LJ5UTdvO,"finally special platelets among the carefully regular asymptotes wake carefully silent, special accounts. f"
1237,8156.62,Customer#000001237,BUILDING,30-415-666-7691,20,"CQEeqR ,cVU7Bby",requests wake about the furiously final packages. carefully regular requests lose quickly slyly
1238,4299.22,Customer#000001238,BUILDING,16-302-171-7578,6,"HGCJI27,RIIQcS20,DcJbMQuUmN3Vhzdm",carefully ironic Tiresias use. even requests are fluffily carefully unusual warhorses. even theodol
1239,6936.72,Customer#000001239,FURNITURE,30-786-518-4678,20,",K7wNII9jhC ,",special deposits haggle quickly against the instructions. blithely pending pinto be
1240,5439.44,Customer#000001240,FURNITURE,14-650-555-5310,4,XbvhyAXRkuujtESRmxeD9eQpYSkiCa,carefully final instructions nag; blithely bold packages wake blit
1241,8654.56,Customer#000001241,HOUSEHOLD,13-902-876-1609,3,74mW8ipfvoVPR3PS,packages wake. carefully pending theodolites nag above the quickly regular instructions? blithely bold accounts wak
1242,2276.15,Customer#000001242,BUILDING,12-521-364-1211,2,mA8bUqB6WqNEe2nsQXlaHqMqaACj,furiously express instructions sleep regular theodolites. blithely regular platelets grow furiously. reg
1243,6271.38,Customer#000001243,MACHINERY,24-445-165-9851,14,"g,qSvyYkgjDcCL cxx5qy8hAwhomRq9cYJRvXZ6",quickly regular instructions are furiously furious deposits. platelets haggle slyly.
1244,-942.80,Customer#000001244,BUILDING,15-881-433-2257,5,I3DrbiKwP3dxs1jF0iDwXh,"carefully ironic dependencies haggle regular, special deposits? furiously special dolphins boos"
1245,3196.66,Customer#000001245,FURNITURE,14-500-764-3702,4,xLnSgzY70qTKPF753,furiously special dependencies cajole blithely against the carefully slow ideas. quickly even depths h
1246,260.71,Customer#000001246,BUILDING,14-882-141-9354,4,acguUq5BISzqjHB7Bt,busily final deposits sleep slyly packages. regular requests haggle furiously upon th
1247,1696.95,Customer#000001247,MACHINERY,10-386-173-3167,0,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",final pinto beans use slyly furiously regular requests! expres
1248,6539.15,Customer#000001248,AUTOMOBILE,18-692-669-1536,8,f0X68bItSl,instructions haggle. blithely special theodolites haggle carefully carefully final dinos.
1249,448.49,Customer#000001249,BUILDING,17-866-269-1165,7,x9ukZnNiUM5pBPXyE3epagewVQBPZzxGYD6sMH,furiously silent accounts wake c
1250,780.05,Customer#000001250,AUTOMOBILE,19-509-608-4350,9,"LBPszo9EVA88sbbdYl7E,MVm7UvoBjmjr",carefully regular pinto beans
1251,7267.76,Customer#000001251,MACHINERY,34-741-256-6399,24,"4AjU4c4D4AMLwQx,lAJGwBIgmT7oSZwYUv0es3J",carefully ironic packages are furiously above the unusual courts. blithely express deposits wake carefully across
1252,3279.84,Customer#000001252,MACHINERY,22-604-782-7617,12,"u2OUDBxaayX4WhrftcM,","even, pending packages run quickly. foxes after the blit"
1253,1222.21,Customer#000001253,BUILDING,11-900-587-2067,1,2rEfA2LR6LkUXjoMxIsv58YSHPMjlqr1YXhHSX,express requests wake above the enticing waters. carefully ironic theodol
1254,2676.06,Customer#000001254,HOUSEHOLD,28-832-851-4673,18,wdGz5Cm DrSdF,"furiously enticing packages snooze against the special, pending dependencies. idly final depos"
1255,6487.71,Customer#000001255,FURNITURE,24-359-633-2713,14,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,"unusual, regular excuses use fluffily. blithely bold instructions haggle enticingl"
1256,5012.07,Customer#000001256,MACHINERY,25-306-342-4782,15,"sNx4HcJ35paZik,IN02G7p",carefully ironic requests alongside
1257,8810.83,Customer#000001257,HOUSEHOLD,12-824-451-8526,2,kX6yufw5dfKrgwQPVwWE7,"slyly regular deposits x-ray carefully. even instructions play slyly blithely pending dugouts. special, iro"
1258,-301.75,Customer#000001258,AUTOMOBILE,13-727-588-7092,3,zK3TKgKVuFCBdjt,idle packages will have to sleep according to the pending pinto beans. furiously bold accounts are-- fl
1259,8353.00,Customer#000001259,HOUSEHOLD,30-930-620-7210,20,YQc2RRQJV7kl1zxWg4OiUVU 5GlpB,quickly pending packages use carefully requests. regular ideas haggle quickly. furiou
1260,4991.59,Customer#000001260,MACHINERY,12-742-408-2980,2,"npdrgr5Yqp0znvQt,Cw07j4BS22RNIANcb3t",furiously special dependencies are blithely. deposits snooze fluffily. asymptote
1261,5579.81,Customer#000001261,BUILDING,30-372-895-4261,20,mWs6m9QwmTOZ,carefully bold accounts about the final package
1262,2840.36,Customer#000001262,MACHINERY,13-444-583-3984,3,u39WRGDI6AKU,unusual foxes since the regular foxes haggle about the blith
1263,6975.90,Customer#000001263,MACHINERY,19-690-614-5736,9,MXA4v0xQ9Kt,sometimes fluffy tithes among the carefully i
1264,3959.28,Customer#000001264,MACHINERY,26-617-707-6647,16,vC1Yg5q O9  Tt5SM7OF,slyly pending requests boost slyly pinto beans.
1265,2653.53,Customer#000001265,MACHINERY,34-945-256-3226,24,CTbTIB ZTYyKUSY42Ksz F33fxKsSG,deposits are blithely above the slyly regular ins
1266,1877.05,Customer#000001266,MACHINERY,13-832-768-3873,3,LW7shrnoCLUjJKQI8EF7SIFofvvIUmiJzpdS,carefully regular theodolites boost. pinto beans haggle along th
1267,8616.12,Customer#000001267,BUILDING,34-329-328-2500,24,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,slyly ironic instructions integrate. furiously unusual packages detect courts. regular instruct
1268,5152.42,Customer#000001268,BUILDING,34-973-735-5374,24,SHn6HpO2VXBw3RJFPxjQFGanrsndRwRR2LWdm,"requests boost blithely. ironic, regular requests snooze. accounts sleep idly about the regularly ironic"
1269,2659.68,Customer#000001269,BUILDING,20-818-485-8060,10,j2hwJHCMprK8HQdK7DpeUx5SG8j4dfuNR,ironic packages mold blithely throughout the quickly regular packag
1270,6170.06,Customer#000001270,MACHINERY,23-473-283-1422,13,HPcuKCEtUzP3np7 oDR,carefully regular ideas are above the ironic packages. express requests cajole carefully after the flu
1271,1209.37,Customer#000001271,HOUSEHOLD,24-698-342-2768,14,S7fmHdkot3JAv,courts wake blithely. slyly special sentim
1272,6865.14,Customer#000001272,FURNITURE,31-659-617-1632,21,hzMO9cmypW,fluffily express requests affix fu
1273,1499.56,Customer#000001273,AUTOMOBILE,22-594-567-9307,12,6RglRQdIV9mF8Tn6ABFmSQl,deposits boost carefully among the pending platelets. carefully quiet packages sleep; unusual foxes sl
1274,126.97,Customer#000001274,AUTOMOBILE,34-152-721-6307,24,eHJnE7ytBm,"final, express ideas about the quickly even theodol"
1275,8972.46,Customer#000001275,MACHINERY,30-410-174-2034,20,"KUtV3oFy2Kyuzs4zT DB,S",furiously ironic pinto beans haggle along the furiously
1276,-761.70,Customer#000001276,AUTOMOBILE,26-809-582-2064,16,c5UAVe71MPvmerPafNlpvTBWCewT,"ironic, unusual dolphins hang quickly. even theodolites cajole quickly slyly regular accounts. deposits boost."
1277,-52.35,Customer#000001277,BUILDING,24-502-746-4128,14,2ETOoQWtvxqp,"furiously silent accounts ought to impress slyly. regular, ironic foxes according to the special,"
1278,9038.43,Customer#000001278,HOUSEHOLD,15-253-270-5149,5,OB JBXz5fghXsYEaClW8PZpDmxMVZct,slyly regular platelets according to the blithely final foxes wake
1279,7915.06,Customer#000001279,BUILDING,24-742-587-6985,14,fkrzLacsqCnwUwgjjttKmY,"slyly pending deposits against the special, final platelets wake quickly through the carefully"
1280,3419.66,Customer#000001280,HOUSEHOLD,26-725-573-7255,16,3AmBFWaqOYt7F,carefully ironic requests during the accounts sleep slyly a
1281,8182.42,Customer#000001281,AUTOMOBILE,21-124-963-7614,11,pekyJqzeIQKGO8TeLvXgH8HR,carefully regular excuses wake. quickly final Tiresias alongside of the ironic accounts affix furiously about
1282,8998.82,Customer#000001282,FURNITURE,24-750-627-7414,14,"qeYHABkf21,5C5OC5it6q",blithely ironic forges cajole
1283,2222.71,Customer#000001283,AUTOMOBILE,10-203-771-2219,0,"6JeLWEtDERPB,0KzWB,I6Xs8rJXAC8ryFulW5NPC",unusual ideas according to the quickly pending accounts shall have to boost c
1284,-911.40,Customer#000001284,BUILDING,28-750-346-1442,18,sdj PCsILD6mOJfEuIIbrN52hOHTYWwUUPT,furiously express ideas against the special do
1285,3061.58,Customer#000001285,HOUSEHOLD,29-424-835-1463,19,"5Hy,ajDzJPtZFeJedRSeLN7XGOJtyUy2FI93",carefully even ideas hinder carefully. spec
1286,6906.08,Customer#000001286,MACHINERY,22-374-932-9860,12,FP3aFvhRMSKfCz3l0h,carefully pending ideas cajole regular requests. slyly
1287,7461.69,Customer#000001287,MACHINERY,25-493-734-3918,15,8CaksGsCJOK3oUm1kUsQ,blithely final courts across the carefully express foxes haggle slyly among th
1288,6603.43,Customer#000001288,HOUSEHOLD,13-533-256-9320,3,wQDTTCkSGxic2d66,"even pinto beans use fluffily according to the express, regular requests. carefully even instructions thrash r"
1289,2925.52,Customer#000001289,MACHINERY,34-409-591-4324,24,OGb4YMkool8QMr,"final, special instructions haggle blithely; quickly silent accounts cajole after the fluffil"
1290,8108.42,Customer#000001290,MACHINERY,34-837-161-2672,24,0Q9URl0Y3rJWt9GYZF,"requests at the ironic asymptotes wake against the slyly bold requests. unusual, even packa"
1291,8227.37,Customer#000001291,BUILDING,17-693-294-2656,7,"dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,",furiously final somas wake regular requests. ironic accounts impress above the slyl
1292,5509.11,Customer#000001292,BUILDING,31-966-407-1575,21,QVr2XTDOMzWcLKHtNgrLK,ironically special asymptotes sleep. frets play. furiously regular deposit
1293,2565.67,Customer#000001293,HOUSEHOLD,22-517-223-6566,12,E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz,blithely final deposits believe furiously quickly final dolphins. accounts sleep. fluffily final foxes affix bli
1294,-808.13,Customer#000001294,AUTOMOBILE,33-506-204-7796,23,EZVIKislr4L0PrBP8LShL,"unusual, daring accounts wake slyly. fluffily quiet theodolites"
1295,753.62,Customer#000001295,BUILDING,34-259-484-2624,24,"kded3b,5e5",quickly bold accounts haggle slyly regular requests. final requests above the qui
1296,3034.69,Customer#000001296,MACHINERY,15-130-485-4234,5,cLAyTJcfD3T4hKW52lIU9yk,"accounts thrash upon the blithely regular requests. regular, special realms cajole a"
1297,6074.01,Customer#000001297,HOUSEHOLD,31-579-682-9907,21,4QnYEe0KXOP3yridKldXROs7jQdMu9tE,blithely even sheaves may nag. foxes eat carefully b
1298,3903.54,Customer#000001298,AUTOMOBILE,25-765-244-1549,15,"ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk",instructions are: accounts nag eve
1299,808.39,Customer#000001299,HOUSEHOLD,21-150-179-4763,11,vm2THnXrMKrn5xvPL88EMT9QntU,"silent, special foxes haggle carefully. quickly final e"
1300,-370.44,Customer#000001300,BUILDING,33-581-399-6027,23,VmW1dNLVaQY0ud6Csa5WHWuV8,fluffily final platelets cajole carefully across the carefu
1301,8966.63,Customer#000001301,MACHINERY,20-339-347-9046,10,"oR0kHfL6GWhF VPD,mM1Jxsd9l3nZEkfDn",furiously final deposits are blithely: quietly ir
1302,197.90,Customer#000001302,MACHINERY,19-316-212-9313,9,"vyImQ4AVgv,Rn",furiously final requests across the thinly quick packages haggle furiously furiously unusual reque
1303,2020.15,Customer#000001303,MACHINERY,15-658-234-7985,5,MarfB1lCCs2MZ8CWdWqCfb,slyly ironic excuses lose furiously. unusual pinto bea
1304,4548.46,Customer#000001304,AUTOMOBILE,21-638-815-3982,11,1sXtodRtFvBd449a2aJ,"pending, even requests affix about the sheaves. furiously unusual requests eat slyly regular packages. slyly r"
1305,4900.66,Customer#000001305,MACHINERY,33-396-634-9150,23,xHgwqc1p0eLf5F8JkE7zvYXPHhIOP5IgLRJgR,silent pinto beans may maintain along
1306,6464.77,Customer#000001306,MACHINERY,22-923-551-9639,12,0YRFIqAc5imIKGi9cEYtn6L,quickly pending ideas wake quickly ironic p
1307,4344.52,Customer#000001307,MACHINERY,13-970-299-8199,3,L OAVSFQauP87kLdHouM8,quickly even accounts breach. slyly expr
1308,9290.53,Customer#000001308,MACHINERY,28-560-833-2066,18,Ndovi7D9gJ u1gjQwYOkIARup6VzhQFCHHmSMw,blithely final foxes nag quickly against the even instructions. furiously ironic accounts into the ironic theodolit
1309,-922.69,Customer#000001309,AUTOMOBILE,20-821-905-5952,10,"xaOhk73bjekYrVc5zZ36c,GuZUxsMHjo7WH9WVe",furiously ironic pinto beans detect blithely. special dolphins s
1310,204.84,Customer#000001310,HOUSEHOLD,27-538-338-3378,17,"bN, XpseFnbjZRh3fryWogaudZB","final requests wake carefully unusual, even acc"
1311,8713.24,Customer#000001311,FURNITURE,23-647-279-5735,13,rcff2L75vK5EOUaPK DiDz6atB,"silent, regular asymptotes amo"
1312,9459.50,Customer#000001312,BUILDING,13-153-492-9898,3,f5zgMB4MHLMSHaX0tDduHAmVd4,furiously final foxes breach
1313,889.11,Customer#000001313,MACHINERY,33-623-834-3089,23,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,furiously bold multipliers nag slyly regular pinto beans. furiously even foxes a
1314,3218.33,Customer#000001314,HOUSEHOLD,11-290-301-2722,1,auN4t99aykk1AlmJl,"unusual, ironic requests cajole carefully? regular, i"
1315,1447.84,Customer#000001315,AUTOMOBILE,20-941-614-6433,10,5J941XxxkE,furiously bold pinto beans against the bold accounts hag
1316,-158.39,Customer#000001316,BUILDING,15-642-801-1329,5,nmbpR1rqOdlUDvT6C HXUhm2,slyly express excuses wake blithely furiously enticing deposits. furiously
1317,8925.08,Customer#000001317,AUTOMOBILE,24-518-294-8197,14,a6M1wdC44LW,"bold, special deposits haggle. furiously ironic accounts after t"
1318,5812.93,Customer#000001318,BUILDING,24-524-279-4270,14,yrASJAqw67PQxFYVAVsGU,"express deposits are fluffily alongside of the quickly even instructions. express, re"
1319,4910.48,Customer#000001319,MACHINERY,19-573-345-3305,9,c5M1KcH60UZPYsa,ironic accounts across the blithely final theodolites boost pending i
1320,6407.13,Customer#000001320,MACHINERY,25-116-108-3791,15,8gman6hzpuKUsX7mKU9katXpP1ia,blithely bold accounts are stealthy warthogs. carefully re
1321,3589.49,Customer#000001321,FURNITURE,20-571-787-3958,10,dWd3MhPQY3,grouches promise blithely. even r
1322,2621.71,Customer#000001322,FURNITURE,23-207-256-7245,13,35jI39rgIHCI4Pwvpy1beKgL0,deposits affix along the furiously regular theodolites. sometimes bold packages on the furiously blithe
1323,6006.81,Customer#000001323,HOUSEHOLD,33-476-768-7390,23,"r9R6okXwQID,",deposits sleep fluffily according to the even asymptotes. furiously final re
1324,7548.88,Customer#000001324,AUTOMOBILE,17-415-957-9976,7,6qS1ZDpAYr9aED9Yh ggf8ACJcPi7sp,slyly express accounts are alongside of the blithely bold excuses. ironic instructions sleep. fu
1325,9108.61,Customer#000001325,HOUSEHOLD,17-687-303-1074,7,Agu uZvi6Xv77 nE7W8,"deposits sleep blithely according to the furiously silent foxes. express, even instructions along the regular"
1326,-468.49,Customer#000001326,HOUSEHOLD,31-373-307-4091,21,naLuK8XKUP72msE0e,"regular patterns sleep against the ironic decoys. silent, regular instructions sleep quickly. pending"
1327,0.97,Customer#000001327,MACHINERY,22-920-576-6295,12,LBVMBxjllZpTQd,regular ideas detect slyly pending dependencies. regular pains haggle carefully. slyly speci
1328,3264.99,Customer#000001328,AUTOMOBILE,20-305-428-9878,10,fjKlKFyxTQRJjLeT1Md,"ironic, ironic ideas sleep slyly. ironically unusual requests wake furiously slyly final ideas. bold accounts"
1329,4645.91,Customer#000001329,BUILDING,27-945-826-8003,17,Q3 pefFAcrEYPQ6J AC,slyly pending pinto beans sublate furiously final deposits. regular ideas haggle. final accounts wake. foxes
1330,3893.14,Customer#000001330,BUILDING,11-353-524-1234,1,MGY4P7QIy3,"blithely final excuses mold busily carefully final deposits. bold, ironic ideas according"
1331,2005.02,Customer#000001331,BUILDING,18-140-389-1328,8,mjaArHGsPWg,carefully final instructions boost always on the blithely
1332,3323.04,Customer#000001332,FURNITURE,28-560-351-6594,18,1JMz4nbClfcxmzPyWyJK,"express, close packages nag furiously furiously regular requests. express, special excuses"
1333,1330.85,Customer#000001333,AUTOMOBILE,12-154-975-6824,2,o9o6lky2KYgFZ2cSx5lyFQYufM1i1d,"slyly special requests are. regular, express requests boost"
1334,2485.71,Customer#000001334,BUILDING,15-493-800-1041,5,gZkxQY2Aa3o D6f1O 7nsPdg6BJ3,quickly bold ideas are furiously across the quickly ironic instructions. ironic grouc
1335,8341.67,Customer#000001335,BUILDING,20-744-779-7057,10,VeQAJlVqZgl0adTxSpZ6P2ZVIC0kWokJ,requests cajole. foxes haggle furiously blithely bold deposits: slyly reg
1336,1490.21,Customer#000001336,AUTOMOBILE,26-350-110-5043,16,E4MeTLnSTIOlWkLDwmG7QPf 9Dq,permanently busy attainments boost permanently ironic ideas.
1337,7882.44,Customer#000001337,MACHINERY,32-528-594-1931,22,ACAMJe2Xdw2BCgHrGMd0BX,accounts about the ironic requests wake always blithely regular
1338,5139.00,Customer#000001338,BUILDING,30-763-866-5779,20,"8Nx5v3cKF MK3ejHdMUgcY,FNZZs1",quickly final accounts boost blithe
1339,8167.50,Customer#000001339,MACHINERY,14-904-963-2452,4,QGiiQ1iMDmLKLAHsZa L68gZFyPXX18a38IS,"express pinto beans are furiously. hockey players use carefully about the pending, unusual"
1340,280.29,Customer#000001340,HOUSEHOLD,31-872-435-1900,21,dYRQ2tz0OdH,slyly final accounts according to the fluffily even requests dazzle even platele
1341,762.69,Customer#000001341,MACHINERY,28-701-221-9569,18,n5dnBrBUHnNEnaglCr9jNvONhG tMPb,thinly ironic deposits snooze quickly about the thinly unusual courts. blithely even theodolites among the furiou
1342,1520.34,Customer#000001342,MACHINERY,26-340-733-2096,16,FD6UNqfsYMKkf3ZFZdI4EaYMZ,carefully final excuses x-ray ironic accounts: slyly bold theodolites integrat
1343,8303.09,Customer#000001343,AUTOMOBILE,28-393-594-5247,18,WtCLJBdycxFOsHyv,quickly regular braids are quickly. instructions inte
1344,2113.32,Customer#000001344,AUTOMOBILE,15-307-682-9911,5,95XSwEZD22AZln3RB,carefully bold packages doze. slyly silent requests nag slyly against the ironic packages. final packages abov
1345,8593.83,Customer#000001345,BUILDING,19-913-651-7783,9,"31zcobEB,6Li4YDZbnNX",ideas haggle carefully carefully final excuses. furiously ironic a
1346,4524.45,Customer#000001346,FURNITURE,20-502-685-6183,10,cuwz2Yvj VKYEXjZzfL,furiously regular packages cajole blithely after the carefully special deposits. theodolites eat quickly.
1347,8476.43,Customer#000001347,HOUSEHOLD,34-956-232-6103,24,7oXery7shMx,"ironic braids solve slyly about the final, ironic fr"
1348,459.22,Customer#000001348,MACHINERY,33-360-732-3579,23,CgtcDDYMnvsgI1uozRj,special pinto beans according to the bold deposits haggle slyly about the regula
1349,4967.24,Customer#000001349,AUTOMOBILE,28-950-527-8728,18,"HvlnFsKOdm39Ge4VPgzE,UN",carefully ironic requests are
1350,3339.51,Customer#000001350,AUTOMOBILE,13-486-903-2349,3,"fc,TCo2zqB9T3C5IbaGkfV3,hLqLr","ironic, final deposits are idly. fluffily bold theodolites cajole about the pendin"
1351,3106.00,Customer#000001351,FURNITURE,11-916-210-6616,1,NYMFfkNlCGoTeaDrNO9nn,furiously regular accounts nag fluffily accounts. caref
